id,type,to_keep,authors_clean,year,title,source
W4392376042,article,1,"Nori Jacoby, Rainer Polak, Jessica A. Grahn, Daniel J. Cameron, Kyung Myun Lee, Ricardo Godoy, Eduardo A. Undurraga, Tomás Huanca, Timon Thalwitzer, Noumouké Doumbia, Daniel Goldberg, Elizabeth Hellmuth Margulis, Patrick C. M. Wong, Luis Jure, Martín Rocamora, Shinya Fujii, Patrick E. Savage, Jun Ajimi, Rei Konno, Sho Oishi, Kelly Jakubowski, André Holzapfel, Esra Mungan, Ece Kaya, Preeti Rao, Mattur Ananthanarayana Rohit, Suvarna Alladi, 
Bronwyn Tarr, Manuel Anglada-Tort, Peter M. C. Harrison, Malinda J. McPherson, Sophie Dolan, Alex Durango, Josh H. McDermott",2024,Commonality and variation in mental representations of music revealed by a cross-cultural comparison of rhythm priors in 15 countries,Nature Human Behaviour
W4386494573,article,1,"Lidya Yurdum, Manvir Singh, Luke Glowacki, Thomas Vardy, Quentin D. Atkinson, Courtney B. Hilton, Disa Sauter, Max M. Krasnow, Samuel A. Mehr",2023,Universal interpretations of vocal music,Proceedings Of The National Academy Of Sciences
W4353061330,article,1,"Manuel Anglada-Tort, Peter M. C. Harrison, Harin Lee, Nori Jacoby",2023,Large-scale iterated singing experiments reveal oral transmission mechanisms underlying music evolution,Current Biology
W2568772543,article,1,Nathaniel Condit-Schultz,2017,Mcflow: a digital corpus of rap transcriptions,Empirical Musicology Review
W2795405830,article,1,Steven Jan,2018,“The two brothers”: reconciling perceptual-cognitive and statistical models of musical evolution,Frontiers In Psychology
W2084180847,article,1,"Patrick E. Savage, Steven Brown",2014,Mapping music: cluster analysis of song-type frequencies within and between cultures,Ethnomusicology
W2269718268,article,1,"Savage Patrick, D. Atkinson Quentin",2016,"""Automatic tune family identification by musical sequence alignment"" supplementary metadata",Opal (Open@Latrobe) (La Trobe University)
W2623119631,article,1,"Bernardo Monechi, Ãlvaro Ruiz-Serrano, Francesca Tria, Vittorio Loreto",2017,Waves of novelties in the expansion into the adjacent possible,Plos One
W2126374797,article,1,"Tom Rzeszutek, Patrick E. Savage, Steven Brown",2011,The structure of cross-cultural musical diversity,Proceedings Of The Royal Society B Biological Sciences
W2792635979,review,1,"Andrea Ravignani, Bill Thompson, Piera Filippi",2018,The evolution of musicality: what can be learned from language evolution research?,Frontiers In Neuroscience
W2803880721,article,1,"Hwan‐Ching Tai, Yen-Ping Shen, Jer-Horng Lin, Dai‐Ting Chung",2018,Acoustic evolution of old italian violins from amati to stradivari,Proceedings Of The National Academy Of Sciences
W2752171192,article,1,"Noah Askin, Michael Mauskapf",2017,What makes popular culture popular? Product features and optimal differentiation in music,American Sociological Review
W2613525411,article,1,"Claudia Fritz, Joseph Curtin, Jacques Poitevineau, Fan-Chia Tao",2017,Listener evaluations of new and old italian violins,Proceedings Of The National Academy Of Sciences
W4368376647,article,0,"Manuel Anglada-Tort, Harin Lee, Amanda E. Krause, Adrian C. North",2023,Here comes the sun: music features of popular songs reflect prevailing weather conditions,Royal Society Open Science
W1567145287,article,0,"Murray Campbell, Clive Greated, Arnold Myers",2005,"Musical instruments: history, technology, and performance of instruments of western music",Choice Reviews Online
W4319879122,article,1,"Katherine O’Toole, Emőke-Ágnes Horvát",2023,Novelty and cultural evolution in modern popular music,Epj Data Science
W4411021169,article,1,"Harin Lee, Nori Jacoby, Romain Hennequin, Manuel Moussallam",2025,Mechanisms of cultural diversity in urban populations,Nature Communications
W4399537982,article,1,"Caitlyn Trevor, Sascha Frühholz",2024,Music as an evolved tool for socio-affective fiction,Emotion Review
W4244541774,article,1,"Chip Heath, Chris Bell, Emily Sternberg",2001,Emotional selection in memes: the case of urban legends.,Journal Of Personality And Social Psychology
W2028006447,article,0,"Alex Mesoudi, Andrew Whiten",2004,The hierarchical transformation of event knowledge in human cultural transmission,Journal Of Cognition And Culture
W1972401826,article,1,Michelle Scalise Sugiyama,2001,Narrative theory and function: why evolution matters,Philosophy And Literature
